 , C00, C02, C05, C06, C07, C08, C09, C11, C12, C14, C15, C16, C17, C18, C23, C24
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
177.9329517541379, 2.70856, 3.191117, 2.40819, 0.1731983, 0.06432822, 2.188202, 1.60898, 1.720864, 0, 1.149136, 0.2108891, 3.37007, 3.920439e-08, 0.07616637, 2.939747, 3.00711
178.032914086584, 2.524527, 3.047907, 2.468571, 0.162419, 0.05966595, 2.36036, 1.527656, 1.608063, 0, 1.010584, 0.2023457, 3.197394, 3.636084e-08, 0.07129264, 2.769113, 2.846014
178.1328764190302, 2.352997, 2.911124, 2.342471, 0.1523105, 0.05534158, 2.224842, 1.450442, 1.502656, 0, 0.8887364, 0.1941484, 3.033566, 3.372354e-08, 0.06673077, 2.608382, 2.97613
178.2328387514764, 2.193122, 2.78048, 2.722408, 0.1428311, 0.05133063, 2.097105, 1.377131, 1.404158, 0, 0.7815804, 0.1862832, 2.878132, 3.127753e-08, 0.06246081, 2.456981, 4.627878
178.3328010839225, 2.580389, 2.655698, 2.583342, 0.1339417, 0.04761038, 1.976702, 1.307526, 1.312116, 0, 0.6873443, 0.1787366, 2.730662, 2.900893e-08, 0.05846408, 2.314368, 4.379955
178.4327634163686, 2.405064, 2.536517, 2.451379, 0.1256056, 0.04415975, 1.863212, 1.241438, 1.226108, 0, 0.6044704, 0.1714957, 2.590748, 2.690487e-08, 0.05472308, 2.180033, 4.145313
178.5327257488148, 2.241652, 2.422684, 2.326157, 0.1177883, 0.04095921, 1.756237, 1.178691, 1.145738, 0, 0.5315887, 0.1645482, 2.458003, 0.1181609, 0.05122147, 2.053495, 3.923242
178.6326880812609, 2.089342, 2.575722, 2.207331, 0.1104575, 0.03799064, 2.826862, 1.119116, 1.626079, 0, 0.4674944, 0.1578821, 2.332059, 2.134653, 0.04794391, 2.100105, 3.713068
178.7326504137071, 1.947381, 2.46013, 3.064079, 0.1035829, 0.03523722, 2.685731, 1.062551, 1.519491, 0, 0.411128, 0.1514861, 2.212569, 1.979823, 0.04487608, 2.665673, 3.514153
178.8326127461532, 1.815066, 2.349725, 2.907558, 0.09713624, 0.03268335, 2.960873, 1.008846, 1.419889, 0, 0.5812323, 0.1453492, 2.099201, 5.182688, 0.04200455, 2.510947, 3.325894
178.9325750785993, 1.691741, 2.244275, 2.759034, 0.09109078, 0.03031459, 2.790877, 0.9578549, 1.499949, 0, 0.5111524, 0.1394609, 1.991642, 4.80678, 0.03931677, 2.520778, 3.14772
179.0325374110455, 2.196875, 2.143557, 2.618096, 0.08542155, 0.02811749, 2.682768, 0.9094412, 2.049864, 0, 0.4495222, 0.1338111, 1.889594, 4.458138, 0.03680097, 2.374462, 2.979092
179.1324997434916, 2.047608, 2.397402, 2.484358, 0.08010517, 0.02607964, 2.528739, 0.8634745, 1.915497, 0, 0.6905445, 0.1283903, 1.792775, 4.134783, 0.03444616, 2.236639, 2.819497
